Tournament,Stage,Match Type,Match Name,Team,Action,Map
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FUT Esports vs GIANTX,FUT Esports,ban,Haven
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FUT Esports vs GIANTX,GIANTX,pick,Split
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FUT Esports vs GIANTX,FUT Esports,pick,Lotus
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FUT Esports vs GIANTX,GIANTX,ban,Bind
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FUT Esports vs GIANTX,FUT Esports,ban,Sunset
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,KOI,ban,Sunset
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,Team Heretics,ban,Split
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,KOI,pick,Icebox
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,Team Heretics,pick,Bind
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,KOI,ban,Lotus
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,Team Heretics,ban,Ascent
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FNATIC vs Team Liquid,Team Liquid,ban,Lotus
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FNATIC vs Team Liquid,FNATIC,ban,Sunset
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FNATIC vs Team Liquid,Team Liquid,pick,Icebox
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FNATIC vs Team Liquid,FNATIC,pick,Haven
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FNATIC vs Team Liquid,Team Liquid,ban,Split
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FNATIC vs Team Liquid,FNATIC,ban,Bind
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Gentle Mates,ban,Bind
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Natus Vincere,ban,Lotus
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Gentle Mates,pick,Sunset
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Natus Vincere,pick,Ascent
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Gentle Mates,ban,Haven
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Natus Vincere,ban,Icebox
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Team Vitality,ban,Split
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Karmine Corp,ban,Ascent
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Team Vitality,pick,Icebox
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Karmine Corp,pick,Lotus
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Team Vitality,ban,Haven
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Karmine Corp,ban,Bind
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Natus Vincere,ban,Icebox
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Team Vitality,ban,Abyss
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Natus Vincere,pick,Haven
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Team Vitality,pick,Sunset
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Natus Vincere,ban,Lotus
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Team Vitality,ban,Bind
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,FNATIC,ban,Abyss
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,Karmine Corp,ban,Haven
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,FNATIC,pick,Icebox
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,Karmine Corp,pick,Sunset
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,FNATIC,ban,Bind
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,Karmine Corp,ban,Ascent
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Team Vitality,ban,Abyss
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Team Heretics,ban,Ascent
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Team Vitality,pick,Icebox
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Team Heretics,pick,Sunset
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Team Vitality,ban,Haven
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Team Heretics,ban,Lotus
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,FUT Esports,ban,Icebox
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,FNATIC,ban,Abyss
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,FUT Esports,pick,Sunset
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,FNATIC,pick,Haven
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,FUT Esports,ban,Bind
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,FNATIC,ban,Ascent
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,FNATIC,ban,Icebox
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Team Vitality,ban,Haven
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,FNATIC,pick,Lotus
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Team Vitality,pick,Sunset
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,FNATIC,ban,Bind
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Team Vitality,ban,Abyss
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,FUT Esports,ban,Haven
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Team Heretics,ban,Ascent
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,FUT Esports,pick,Abyss
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Team Heretics,pick,Sunset
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,FUT Esports,ban,Icebox
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Team Heretics,ban,Lotus
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Team Vitality,ban,Abyss
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Team Heretics,ban,Ascent
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Team Vitality,pick,Icebox
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Team Heretics,pick,Sunset
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Team Vitality,pick,Lotus
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Team Heretics,pick,Haven
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,FNATIC,ban,Icebox
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,FNATIC,ban,Sunset
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,FNATIC,pick,Haven
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Team Vitality,pick,Ascent
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,FNATIC,pick,Lotus
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Team Vitality,pick,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,T1,ban,Split
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,G2 Esports,ban,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,T1,pick,Breeze
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,G2 Esports,pick,Icebox
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,T1,ban,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,G2 Esports,ban,Ascent
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,FUT Esports,ban,Breeze
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,FunPlus Phoenix,ban,Split
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,FUT Esports,pick,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,FunPlus Phoenix,pick,Lotus
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,FUT Esports,ban,Ascent
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,FunPlus Phoenix,ban,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Leviatán,ban,Ascent
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Gen.G,ban,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Leviatán,pick,Icebox
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Gen.G,pick,Lotus
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Leviatán,ban,Split
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Gen.G,ban,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Lotus
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Team Heretics,ban,Ascent
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Icebox
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Team Heretics,pick,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Team Heretics,ban,Breeze
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Gen.G,ban,Icebox
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,FunPlus Phoenix,ban,Breeze
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Gen.G,pick,Lotus
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,FunPlus Phoenix,pick,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Gen.G,ban,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,FunPlus Phoenix,ban,Split
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Team Heretics,ban,Ascent
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,G2 Esports,ban,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Team Heretics,pick,Lotus
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,G2 Esports,pick,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Team Heretics,ban,Breeze
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,G2 Esports,ban,Icebox
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,T1,ban,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,Leviatán,ban,Ascent
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,T1,pick,Breeze
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,Leviatán,pick,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,T1,ban,Split
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,Leviatán,ban,Lotus
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,FUT Esports,ban,Breeze
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Dragon Ranger Gaming,ban,Lotus
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,FUT Esports,pick,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Dragon Ranger Gaming,pick,Ascent
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,FUT Esports,ban,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Dragon Ranger Gaming,ban,Split
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Team Heretics,ban,Ascent
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,FunPlus Phoenix,ban,Split
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Team Heretics,pick,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,FunPlus Phoenix,pick,Lotus
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Team Heretics,ban,Breeze
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,FunPlus Phoenix,ban,Bind
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Leviatán,ban,Split
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,FUT Esports,ban,Breeze
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Leviatán,pick,Sunset
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,FUT Esports,pick,Lotus
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Leviatán,ban,Ascent
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,FUT Esports,ban,Icebox
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,FUT Esports,ban,Breeze
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,100 Thieves,ban,Lotus
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,FUT Esports,pick,Icebox
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,100 Thieves,pick,Bind
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,FUT Esports,ban,Split
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,100 Thieves,ban,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Gen.G,ban,Split
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,FNATIC,ban,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Gen.G,pick,Lotus
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,FNATIC,pick,Bind
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Gen.G,ban,Icebox
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,FNATIC,ban,Ascent
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,G2 Esports,ban,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Paper Rex,ban,Breeze
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,G2 Esports,pick,Split
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Paper Rex,pick,Lotus
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,G2 Esports,ban,Icebox
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Paper Rex,ban,Ascent
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,Team Heretics,ban,Ascent
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,EDward Gaming,ban,Lotus
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,Team Heretics,pick,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,EDward Gaming,pick,Split
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,Team Heretics,ban,Bind
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,EDward Gaming,ban,Icebox
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,FUT Esports,ban,Breeze
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,FNATIC,ban,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,FUT Esports,pick,Split
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,FNATIC,pick,Lotus
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,FUT Esports,ban,Bind
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,FNATIC,ban,Icebox
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,EDward Gaming,ban,Lotus
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Paper Rex,ban,Breeze
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,EDward Gaming,pick,Bind
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Paper Rex,pick,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,EDward Gaming,ban,Ascent
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Paper Rex,ban,Icebox
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,100 Thieves,ban,Lotus
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,Gen.G,ban,Bind
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,100 Thieves,pick,Icebox
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,Gen.G,pick,Ascent
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,100 Thieves,ban,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,Gen.G,ban,Split
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Team Heretics,ban,Bind
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,G2 Esports,ban,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Team Heretics,pick,Icebox
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,G2 Esports,pick,Ascent
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Team Heretics,ban,Split
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,G2 Esports,ban,Breeze
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,100 Thieves,ban,Lotus
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Paper Rex,ban,Bind
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,100 Thieves,pick,Breeze
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Paper Rex,pick,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,100 Thieves,ban,Split
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Paper Rex,ban,Ascent
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,FUT Esports,ban,Breeze
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Team Heretics,ban,Ascent
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,FUT Esports,pick,Bind
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Team Heretics,pick,Sunset
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,FUT Esports,ban,Split
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Team Heretics,ban,Lotus
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,G2 Esports vs Gen.G,G2 Esports,ban,Sunset
