Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,MIBR vs Leviatán,Ascent,MIBR,9,6,3,,Leviatán,13,7,6,,1:05:24
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,MIBR vs Leviatán,Icebox,MIBR,7,3,4,,Leviatán,13,4,9,,45:04
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Sentinels vs NRG Esports,Lotus,Sentinels,13,8,5,,NRG Esports,8,4,4,,59:21
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Sentinels vs NRG Esports,Sunset,Sentinels,14,9,3,2,NRG Esports,12,9,3,0,1:00:54
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,FURIA vs 100 Thieves,Icebox,FURIA,14,6,6,2,100 Thieves,12,6,6,0,1:12:51
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,FURIA vs 100 Thieves,Haven,FURIA,16,9,3,4,100 Thieves,14,9,3,2,1:00:50
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,Lotus,LOUD,13,6,7,,Evil Geniuses,7,1,6,,52:39
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,Sunset,LOUD,6,6,0,,Evil Geniuses,13,7,6,,40:31
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,Icebox,LOUD,11,5,6,,Evil Geniuses,13,6,7,,55:13
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,Ascent,G2 Esports,13,4,9,,Cloud9,11,3,8,,1:05:05
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,Icebox,G2 Esports,5,2,3,,Cloud9,13,3,10,,40:43
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,Lotus,G2 Esports,13,4,9,,Cloud9,8,0,8,,48:18
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs FURIA,Bind,Evil Geniuses,13,9,4,,FURIA,5,2,3,,58:58
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs FURIA,Lotus,Evil Geniuses,13,10,3,,FURIA,4,2,2,,35:13
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs KRÜ Esports,Lotus,Sentinels,13,8,5,,KRÜ Esports,11,7,4,,1:06:41
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs KRÜ Esports,Split,Sentinels,13,8,5,,KRÜ Esports,10,6,4,,55:13
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,Ascent,LOUD,13,8,5,,MIBR,7,3,4,,59:21
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,Lotus,LOUD,11,5,6,,MIBR,13,6,7,,52:28
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,Sunset,LOUD,13,6,7,,MIBR,9,3,6,,52:18
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Leviatán vs 100 Thieves,Bind,Leviatán,13,8,5,,100 Thieves,10,6,4,,59:38
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Leviatán vs 100 Thieves,Haven,Leviatán,13,10,3,,100 Thieves,4,2,2,,36:19
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs G2 Esports,Haven,NRG Esports,7,4,3,,G2 Esports,13,5,8,,1:02:34
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs G2 Esports,Bind,NRG Esports,8,3,5,,G2 Esports,13,4,9,,50:39
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs Cloud9,Haven,Sentinels,13,7,6,,Cloud9,5,0,5,,48:41
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs Cloud9,Split,Sentinels,13,6,7,,Cloud9,8,2,6,,49:09
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs Leviatán,Icebox,Evil Geniuses,5,5,0,,Leviatán,13,6,7,,53:43
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs Leviatán,Sunset,Evil Geniuses,10,6,4,,Leviatán,13,7,6,,52:28
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,Haven,LOUD,13,5,8,,FURIA,11,4,7,,1:00:10
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,Icebox,LOUD,10,5,5,,FURIA,13,6,7,,53:14
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,Bind,LOUD,9,5,4,,FURIA,13,6,7,,48:17
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,MIBR vs 100 Thieves,Icebox,MIBR,5,3,2,,100 Thieves,13,4,9,,48:49
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,MIBR vs 100 Thieves,Split,MIBR,6,2,4,,100 Thieves,13,3,10,,42:19
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,Split,NRG Esports,8,5,3,,KRÜ Esports,13,6,7,,1:02:24
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,Ascent,NRG Esports,13,7,6,,KRÜ Esports,8,3,5,,44:41
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,Sunset,NRG Esports,13,9,4,,KRÜ Esports,7,4,3,,46:52
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,Lotus,G2 Esports,4,3,1,,KRÜ Esports,13,4,9,,54:52
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,Ascent,G2 Esports,16,7,5,4,KRÜ Esports,14,7,5,2,1:11:55
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,Split,G2 Esports,13,9,4,,KRÜ Esports,5,2,3,,45:04
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,LOUD vs Leviatán,Lotus,LOUD,11,8,3,,Leviatán,13,9,4,,59:52
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,LOUD vs Leviatán,Icebox,LOUD,6,4,2,,Leviatán,13,5,8,,44:17
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,MIBR vs FURIA,Sunset,MIBR,10,6,4,,FURIA,13,7,6,,1:02:30
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,MIBR vs FURIA,Icebox,MIBR,7,3,4,,FURIA,13,4,9,,43:02
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,Ascent,NRG Esports,13,9,4,,Cloud9,3,0,3,,43:47
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,Icebox,NRG Esports,10,7,3,,Cloud9,13,8,5,,49:20
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,Sunset,NRG Esports,12,7,5,0,Cloud9,14,7,5,2,59:18
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Lotus,Evil Geniuses,10,4,6,,100 Thieves,13,5,8,,1:06:50
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Bind,Evil Geniuses,13,8,5,,100 Thieves,10,6,4,,55:39
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Ascent,Evil Geniuses,7,3,4,,100 Thieves,13,4,9,,46:01
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Cloud9 vs KRÜ Esports,Icebox,Cloud9,7,5,2,,KRÜ Esports,13,6,7,,56:41
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Cloud9 vs KRÜ Esports,Split,Cloud9,10,5,5,,KRÜ Esports,13,6,7,,56:12
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Evil Geniuses vs MIBR,Bind,Evil Geniuses,9,5,4,,MIBR,13,6,7,,1:06:32
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Evil Geniuses vs MIBR,Lotus,Evil Geniuses,2,2,0,,MIBR,13,3,10,,35:45
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Leviatán vs FURIA,Sunset,Leviatán,13,8,5,,FURIA,6,2,4,,49:59
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Leviatán vs FURIA,Icebox,Leviatán,13,7,6,,FURIA,6,1,5,,46:19
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,Ascent,LOUD,1,1,0,,100 Thieves,13,2,11,,41:31
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,Bind,LOUD,13,6,7,,100 Thieves,8,2,6,,43:12
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,Lotus,LOUD,13,7,6,,100 Thieves,10,5,5,,52:22
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sentinels vs G2 Esports,Bind,Sentinels,6,6,0,,G2 Esports,13,7,6,,1:31:34
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sentinels vs G2 Esports,Lotus,Sentinels,9,4,5,,G2 Esports,13,5,8,,57:39
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,KRÜ Esports vs Cloud9,Abyss,KRÜ Esports,13,6,7,,Cloud9,11,5,6,,1:08:52
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,KRÜ Esports vs Cloud9,Lotus,KRÜ Esports,11,1,10,,Cloud9,13,2,11,,54:08
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,KRÜ Esports vs Cloud9,Haven,KRÜ Esports,13,9,4,,Cloud9,6,3,3,,42:28
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,Sentinels vs 100 Thieves,Haven,Sentinels,7,3,4,,100 Thieves,13,4,9,,53:06
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,Sentinels vs 100 Thieves,Ascent,Sentinels,10,4,6,,100 Thieves,13,5,8,,58:07
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,Leviatán vs KRÜ Esports,Icebox,Leviatán,13,10,3,,KRÜ Esports,2,0,2,,45:43
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,Leviatán vs KRÜ Esports,Sunset,Leviatán,13,10,3,,KRÜ Esports,4,2,2,,36:24
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,G2 Esports vs 100 Thieves,Lotus,G2 Esports,13,7,6,,100 Thieves,5,0,5,,54:34
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,G2 Esports vs 100 Thieves,Abyss,G2 Esports,13,7,6,,100 Thieves,10,5,5,,56:19
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Final,Leviatán vs G2 Esports,Icebox,Leviatán,8,2,6,,G2 Esports,13,3,10,,47:26
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Final,Leviatán vs G2 Esports,Bind,Leviatán,6,4,2,,G2 Esports,13,5,8,,42:44
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Round 1,KRÜ Esports vs 100 Thieves,Icebox,KRÜ Esports,9,6,3,,100 Thieves,13,7,6,,1:02:09
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Round 1,KRÜ Esports vs 100 Thieves,Lotus,KRÜ Esports,13,6,7,,100 Thieves,11,5,6,,59:56
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Round 1,KRÜ Esports vs 100 Thieves,Ascent,KRÜ Esports,13,5,8,,100 Thieves,11,4,7,,1:02:45
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,Leviatán vs KRÜ Esports,Icebox,Leviatán,13,11,2,,KRÜ Esports,3,2,1,,50:11
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,Leviatán vs KRÜ Esports,Haven,Leviatán,11,7,4,,KRÜ Esports,13,8,5,,50:43
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,Leviatán vs KRÜ Esports,Sunset,Leviatán,7,3,4,,KRÜ Esports,13,4,9,,46:10
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,Leviatán vs KRÜ Esports,Abyss,Leviatán,13,8,5,,KRÜ Esports,10,6,4,,55:47
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,Leviatán vs KRÜ Esports,Ascent,Leviatán,13,8,5,,KRÜ Esports,10,6,4,,57:46
Champions Tour 2024: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs Leviatán,Lotus,G2 Esports,13,6,6,1,Leviatán,15,6,6,3,1:16:53
Champions Tour 2024: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs Leviatán,Haven,G2 Esports,14,5,7,2,Leviatán,16,5,7,4,1:07:32
Champions Tour 2024: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs Leviatán,Bind,G2 Esports,13,4,9,,Leviatán,9,1,8,,51:37
Champions Tour 2024: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs Leviatán,Ascent,G2 Esports,4,4,0,,Leviatán,13,5,8,,40:13
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Titan Esports Club vs JDG Esports,Icebox,Titan Esports Club,12,4,8,0,JDG Esports,14,4,8,2,
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Titan Esports Club vs JDG Esports,Lotus,Titan Esports Club,11,3,8,,JDG Esports,13,4,9,,
Champions Tour 2024: China Stage 2,Regular Season,Week 1,All Gamers vs TYLOO,Sunset,All Gamers,13,7,6,,TYLOO,10,5,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 1,All Gamers vs TYLOO,Icebox,All Gamers,13,8,5,,TYLOO,4,0,4,,
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Bilibili Gaming vs Wolves Esports,Sunset,Bilibili Gaming,13,9,4,,Wolves Esports,5,2,3,,
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Bilibili Gaming vs Wolves Esports,Bind,Bilibili Gaming,13,9,4,,Wolves Esports,7,4,3,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Dragon Ranger Gaming vs Nova Esports,Ascent,Dragon Ranger Gaming,13,6,7,,Nova Esports,7,1,6,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Dragon Ranger Gaming vs Nova Esports,Lotus,Dragon Ranger Gaming,12,8,4,0,Nova Esports,14,8,4,2,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Dragon Ranger Gaming vs Nova Esports,Sunset,Dragon Ranger Gaming,5,3,2,,Nova Esports,13,4,9,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,FunPlus Phoenix vs Trace Esports,Haven,FunPlus Phoenix,13,10,3,,Trace Esports,5,3,2,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,FunPlus Phoenix vs Trace Esports,Lotus,FunPlus Phoenix,13,9,3,1,Trace Esports,15,9,3,3,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,FunPlus Phoenix vs Trace Esports,Sunset,FunPlus Phoenix,6,5,1,,Trace Esports,13,6,7,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Titan Esports Club vs All Gamers,Sunset,Titan Esports Club,10,8,2,,All Gamers,13,9,4,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Titan Esports Club vs All Gamers,Icebox,Titan Esports Club,6,3,3,,All Gamers,13,4,9,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Split,EDward Gaming,13,9,4,,Wolves Esports,7,4,3,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Bind,EDward Gaming,12,7,5,0,Wolves Esports,14,7,5,2,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Icebox,EDward Gaming,7,5,2,,Wolves Esports,13,6,7,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Split,TYLOO,11,7,4,,Trace Esports,13,8,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Sunset,TYLOO,13,7,6,,Trace Esports,7,2,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Haven,TYLOO,4,4,0,,Trace Esports,13,5,8,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Split,Nova Esports,16,8,4,4,Bilibili Gaming,14,8,4,2,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Bind,Nova Esports,9,4,5,,Bilibili Gaming,13,5,8,,
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Ascent,Nova Esports,6,3,3,,Bilibili Gaming,13,4,9,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,Sunset,JDG Esports,8,4,4,,FunPlus Phoenix,13,5,8,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,Haven,JDG Esports,12,7,5,0,FunPlus Phoenix,14,7,5,2,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,Lotus,EDward Gaming,11,7,4,,Dragon Ranger Gaming,13,8,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,Haven,EDward Gaming,5,3,2,,Dragon Ranger Gaming,13,4,9,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Icebox,Nova Esports,14,2,10,2,Wolves Esports,12,2,10,0,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Sunset,Nova Esports,15,8,4,3,Wolves Esports,13,8,4,1,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Bind,JDG Esports,13,10,3,,Trace Esports,2,0,2,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Sunset,JDG Esports,8,3,5,,Trace Esports,13,4,9,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Haven,JDG Esports,13,7,6,,Trace Esports,6,1,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Bind,Titan Esports Club,11,9,2,,TYLOO,13,10,3,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Ascent,Titan Esports Club,13,6,7,,TYLOO,9,3,6,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Icebox,Titan Esports Club,9,6,3,,TYLOO,13,7,6,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,Sunset,All Gamers,11,6,5,,FunPlus Phoenix,13,7,6,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,Haven,All Gamers,13,6,7,,FunPlus Phoenix,8,2,6,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,Ascent,All Gamers,7,5,2,,FunPlus Phoenix,13,6,7,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Lotus,Bilibili Gaming,13,6,7,,Dragon Ranger Gaming,11,5,6,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Ascent,Bilibili Gaming,13,8,5,,Dragon Ranger Gaming,11,7,4,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Lotus,EDward Gaming,13,7,6,,Nova Esports,9,4,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Bind,EDward Gaming,13,8,5,,Nova Esports,6,2,4,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Haven,All Gamers,6,2,4,,Trace Esports,13,3,10,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Sunset,All Gamers,4,3,1,,Trace Esports,13,4,9,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Lotus,Titan Esports Club,13,6,7,,FunPlus Phoenix,9,3,6,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Sunset,Titan Esports Club,13,8,5,,FunPlus Phoenix,6,2,4,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,Haven,TYLOO,1,1,0,,JDG Esports,13,2,11,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,Icebox,TYLOO,9,7,2,,JDG Esports,13,8,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Icebox,Dragon Ranger Gaming,7,5,2,,Wolves Esports,13,6,7,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Ascent,Dragon Ranger Gaming,6,4,2,,Wolves Esports,13,5,8,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Lotus,Trace Esports,13,7,6,,Titan Esports Club,11,6,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Bind,Trace Esports,8,4,4,,Titan Esports Club,13,5,8,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Haven,Trace Esports,13,7,6,,Titan Esports Club,10,5,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Icebox,EDward Gaming,13,7,6,,Bilibili Gaming,11,6,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Haven,EDward Gaming,13,8,5,,Bilibili Gaming,8,4,4,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,Haven,JDG Esports,13,7,6,,All Gamers,8,3,5,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,Icebox,JDG Esports,13,10,3,,All Gamers,3,1,2,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,Icebox,TYLOO,5,4,1,,FunPlus Phoenix,13,5,8,,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,Haven,TYLOO,14,6,6,2,FunPlus Phoenix,12,6,6,0,
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,Ascent,TYLOO,13,9,4,,FunPlus Phoenix,4,1,3,,
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Lotus,Trace Esports,13,9,4,,All Gamers,7,4,3,,
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Sunset,Trace Esports,13,5,8,,All Gamers,10,3,7,,
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Sunset,JDG Esports,9,5,4,,Bilibili Gaming,13,6,7,,
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Icebox,JDG Esports,7,5,2,,Bilibili Gaming,13,6,7,,
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Ascent,FunPlus Phoenix,3,3,0,,Trace Esports,13,4,9,,
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Haven,FunPlus Phoenix,11,3,8,,Trace Esports,13,4,9,,
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Sunset,EDward Gaming,13,7,6,,Bilibili Gaming,5,0,5,,
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Bind,EDward Gaming,7,4,3,,Bilibili Gaming,13,5,8,,
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Lotus,EDward Gaming,13,9,4,,Bilibili Gaming,10,7,3,,
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Sunset,Trace Esports,2,2,0,,EDward Gaming,13,3,10,,
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Abyss,Trace Esports,5,5,0,,EDward Gaming,13,6,7,,
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Ascent,FunPlus Phoenix,13,9,4,,Bilibili Gaming,3,0,3,,
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Icebox,FunPlus Phoenix,12,5,7,0,Bilibili Gaming,14,5,7,2,
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Lotus,FunPlus Phoenix,13,6,7,,Bilibili Gaming,10,4,6,,
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Lotus,Trace Esports,13,7,6,,FunPlus Phoenix,11,6,5,,
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Ascent,Trace Esports,13,6,7,,FunPlus Phoenix,8,2,6,,
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Abyss,Trace Esports,8,5,3,,FunPlus Phoenix,13,6,7,,
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Bind,Trace Esports,9,6,3,,FunPlus Phoenix,13,7,6,,
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Haven,Trace Esports,8,6,2,,FunPlus Phoenix,13,7,6,,
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Sunset,EDward Gaming,13,9,4,,FunPlus Phoenix,9,6,3,,
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Abyss,EDward Gaming,8,5,3,,FunPlus Phoenix,13,6,7,,
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Haven,EDward Gaming,13,9,4,,FunPlus Phoenix,7,4,3,,
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Icebox,EDward Gaming,9,7,2,,FunPlus Phoenix,13,8,5,,
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Bind,EDward Gaming,13,10,3,,FunPlus Phoenix,8,6,2,,
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,Icebox,ZETA DIVISION,0,0,0,,DRX,13,1,12,,43:42
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,Sunset,ZETA DIVISION,13,8,5,,DRX,11,7,4,,47:24
