Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Lotus,FNATIC,13,8,5,,Team Vitality,9,5,4,,47:54
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Bind,FNATIC,13,10,3,,Team Vitality,3,1,2,,33:47
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,Breeze,G2 Esports,13,7,6,,T1,8,3,5,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,Icebox,G2 Esports,1,1,0,,T1,13,2,11,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,Lotus,G2 Esports,14,3,9,2,T1,12,3,9,0,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,Sunset,FunPlus Phoenix,13,9,4,,FUT Esports,7,4,3,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,Lotus,FunPlus Phoenix,12,4,8,0,FUT Esports,14,4,8,2,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,Icebox,FunPlus Phoenix,13,4,9,,FUT Esports,10,2,8,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Icebox,Gen.G,7,5,2,,Leviatán,13,6,7,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Lotus,Gen.G,13,7,6,,Leviatán,5,0,5,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Breeze,Gen.G,13,8,5,,Leviatán,7,3,4,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Icebox,Team Heretics,13,8,5,,Dragon Ranger Gaming,5,1,4,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Sunset,Team Heretics,13,7,6,,Dragon Ranger Gaming,5,0,5,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Lotus,FunPlus Phoenix,16,10,2,4,Gen.G,14,10,2,2,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Sunset,FunPlus Phoenix,7,6,1,,Gen.G,13,7,6,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Ascent,FunPlus Phoenix,11,4,7,,Gen.G,13,5,8,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Lotus,G2 Esports,9,4,5,,Team Heretics,13,5,8,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Bind,G2 Esports,13,9,4,,Team Heretics,6,3,3,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Split,G2 Esports,13,9,4,,Team Heretics,8,5,3,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,Breeze,Leviatán,13,9,4,,T1,9,6,3,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,Sunset,Leviatán,13,10,3,,T1,7,5,2,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Bind,Dragon Ranger Gaming,10,4,6,,FUT Esports,13,5,8,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Ascent,Dragon Ranger Gaming,12,5,7,0,FUT Esports,14,5,7,2,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Sunset,FunPlus Phoenix,4,2,2,,Team Heretics,13,3,10,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Lotus,FunPlus Phoenix,13,8,5,,Team Heretics,6,2,4,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Icebox,FunPlus Phoenix,15,2,10,3,Team Heretics,17,2,10,5,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Sunset,FUT Esports,13,11,2,,Leviatán,1,0,1,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Lotus,FUT Esports,11,5,6,,Leviatán,13,6,7,,
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Bind,FUT Esports,13,6,7,,Leviatán,11,5,6,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,Icebox,100 Thieves,13,11,2,,FUT Esports,2,1,1,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,Bind,100 Thieves,13,8,5,,FUT Esports,5,1,4,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Lotus,FNATIC,13,9,4,,Gen.G,10,7,3,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Bind,FNATIC,10,6,4,,Gen.G,13,7,6,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Breeze,FNATIC,11,7,4,,Gen.G,13,8,5,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Split,Paper Rex,13,11,2,,G2 Esports,7,6,1,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Lotus,Paper Rex,10,6,4,,G2 Esports,13,7,6,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Bind,Paper Rex,5,2,3,,G2 Esports,13,3,10,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,Sunset,EDward Gaming,6,4,2,,Team Heretics,13,5,8,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,Split,EDward Gaming,3,2,1,,Team Heretics,13,3,10,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,Split,FUT Esports,5,5,0,,FNATIC,13,6,7,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,Lotus,FUT Esports,13,9,4,,FNATIC,8,5,3,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,Ascent,FUT Esports,13,9,4,,FNATIC,3,0,3,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Bind,Paper Rex,13,6,7,,EDward Gaming,11,5,6,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Sunset,Paper Rex,13,8,5,,EDward Gaming,6,2,4,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,Icebox,100 Thieves,10,3,7,,Gen.G,13,4,9,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,Ascent,100 Thieves,10,6,4,,Gen.G,13,7,6,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Icebox,G2 Esports,7,2,5,,Team Heretics,13,3,10,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Ascent,G2 Esports,13,2,11,,Team Heretics,11,1,10,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Lotus,G2 Esports,13,8,5,,Team Heretics,4,0,4,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Breeze,100 Thieves,13,8,5,,Paper Rex,5,1,4,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Sunset,100 Thieves,10,4,6,,Paper Rex,13,5,8,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Icebox,100 Thieves,14,7,5,2,Paper Rex,12,7,5,0,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Bind,Team Heretics,13,6,7,,FUT Esports,7,1,6,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Sunset,Team Heretics,13,9,4,,FUT Esports,4,1,3,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,G2 Esports vs Gen.G,Lotus,G2 Esports,8,5,3,,Gen.G,13,6,7,,
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,G2 Esports vs Gen.G,Ascent,G2 Esports,10,4,6,,Gen.G,13,5,8,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,100 Thieves vs Team Heretics,Bind,100 Thieves,13,4,8,1,Team Heretics,15,4,8,3,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,100 Thieves vs Team Heretics,Sunset,100 Thieves,1,1,0,,Team Heretics,13,2,11,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,Bind,G2 Esports,2,2,0,,Team Heretics,13,3,10,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,Icebox,G2 Esports,6,4,2,,Team Heretics,13,5,8,,
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,Lotus,G2 Esports,8,3,5,,Team Heretics,13,4,9,,
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Breeze,Gen.G,13,10,3,,Team Heretics,6,4,2,,
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Icebox,Gen.G,9,7,2,,Team Heretics,13,8,5,,
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Ascent,Gen.G,9,6,3,,Team Heretics,13,7,6,,
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Lotus,Gen.G,13,9,4,,Team Heretics,4,1,3,,
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Split,Gen.G,13,9,4,,Team Heretics,3,0,3,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Bind,Bilibili Gaming,3,3,0,,TYLOO,13,4,9,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Icebox,Bilibili Gaming,13,7,6,,TYLOO,6,1,5,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Lotus,Bilibili Gaming,13,7,6,,TYLOO,6,1,5,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Split,Wolves Esports,13,10,3,,Titan Esports Club,5,3,2,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Bind,Wolves Esports,12,4,8,0,Titan Esports Club,14,4,8,2,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Lotus,Wolves Esports,10,6,4,,Titan Esports Club,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Icebox,Dragon Ranger Gaming,13,5,8,,All Gamers,11,4,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Sunset,Dragon Ranger Gaming,11,6,5,,All Gamers,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Breeze,Dragon Ranger Gaming,8,6,2,,All Gamers,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,EDward Gaming vs JDG Esports,Ascent,EDward Gaming,13,7,6,,JDG Esports,5,0,5,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,EDward Gaming vs JDG Esports,Bind,EDward Gaming,9,4,5,,JDG Esports,13,5,8,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,EDward Gaming vs JDG Esports,Split,EDward Gaming,13,8,5,,JDG Esports,11,7,4,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Nova Esports vs Trace Esports,Lotus,Nova Esports,5,5,0,,Trace Esports,13,6,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Nova Esports vs Trace Esports,Ascent,Nova Esports,9,6,3,,Trace Esports,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,FunPlus Phoenix vs Wolves Esports,Ascent,FunPlus Phoenix,13,7,6,,Wolves Esports,8,3,5,,
Champions Tour 2024: China Stage 1,Regular Season,Week 1,FunPlus Phoenix vs Wolves Esports,Lotus,FunPlus Phoenix,13,8,5,,Wolves Esports,7,3,4,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,JDG Esports vs Nova Esports,Sunset,JDG Esports,13,6,7,,Nova Esports,8,2,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,JDG Esports vs Nova Esports,Bind,JDG Esports,9,5,4,,Nova Esports,13,6,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,JDG Esports vs Nova Esports,Ascent,JDG Esports,4,2,2,,Nova Esports,13,3,10,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,FunPlus Phoenix vs Dragon Ranger Gaming,Breeze,FunPlus Phoenix,13,8,5,,Dragon Ranger Gaming,11,7,4,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,FunPlus Phoenix vs Dragon Ranger Gaming,Icebox,FunPlus Phoenix,9,3,6,,Dragon Ranger Gaming,13,4,9,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,FunPlus Phoenix vs Dragon Ranger Gaming,Sunset,FunPlus Phoenix,13,11,2,,Dragon Ranger Gaming,3,2,1,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,All Gamers vs Wolves Esports,Breeze,All Gamers,9,5,4,,Wolves Esports,13,6,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,All Gamers vs Wolves Esports,Icebox,All Gamers,12,9,3,0,Wolves Esports,14,9,3,2,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Trace Esports vs Bilibili Gaming,Split,Trace Esports,11,4,7,,Bilibili Gaming,13,5,8,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Trace Esports vs Bilibili Gaming,Breeze,Trace Esports,13,9,4,,Bilibili Gaming,7,4,3,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Trace Esports vs Bilibili Gaming,Bind,Trace Esports,13,7,6,,Bilibili Gaming,7,2,5,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Dragon Ranger Gaming vs Titan Esports Club,Breeze,Dragon Ranger Gaming,4,3,1,,Titan Esports Club,13,4,9,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Dragon Ranger Gaming vs Titan Esports Club,Split,Dragon Ranger Gaming,13,7,6,,Titan Esports Club,7,2,5,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Dragon Ranger Gaming vs Titan Esports Club,Icebox,Dragon Ranger Gaming,13,11,2,,Titan Esports Club,5,4,1,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,TYLOO vs EDward Gaming,Sunset,TYLOO,5,5,0,,EDward Gaming,13,6,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 2,TYLOO vs EDward Gaming,Bind,TYLOO,10,6,4,,EDward Gaming,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Wolves Esports vs Trace Esports,Ascent,Wolves Esports,9,2,7,,Trace Esports,13,3,10,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Wolves Esports vs Trace Esports,Lotus,Wolves Esports,9,4,5,,Trace Esports,13,5,8,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Nova Esports vs FunPlus Phoenix,Ascent,Nova Esports,6,6,0,,FunPlus Phoenix,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Nova Esports vs FunPlus Phoenix,Lotus,Nova Esports,4,4,0,,FunPlus Phoenix,13,5,8,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bilibili Gaming vs All Gamers,Lotus,Bilibili Gaming,11,6,5,,All Gamers,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bilibili Gaming vs All Gamers,Bind,Bilibili Gaming,7,6,1,,All Gamers,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Dragon Ranger Gaming vs JDG Esports,Breeze,Dragon Ranger Gaming,13,9,4,,JDG Esports,7,4,3,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Dragon Ranger Gaming vs JDG Esports,Icebox,Dragon Ranger Gaming,5,2,3,,JDG Esports,13,3,10,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Dragon Ranger Gaming vs JDG Esports,Bind,Dragon Ranger Gaming,14,4,8,2,JDG Esports,12,4,8,0,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,TYLOO vs Nova Esports,Icebox,TYLOO,10,6,4,,Nova Esports,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,TYLOO vs Nova Esports,Ascent,TYLOO,14,5,7,2,Nova Esports,12,5,7,0,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,TYLOO vs Nova Esports,Split,TYLOO,13,5,8,,Nova Esports,9,2,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,EDward Gaming vs Titan Esports Club,Ascent,EDward Gaming,13,8,5,,Titan Esports Club,5,1,4,,
Champions Tour 2024: China Stage 1,Regular Season,Week 3,EDward Gaming vs Titan Esports Club,Sunset,EDward Gaming,13,10,3,,Titan Esports Club,5,3,2,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Titan Esports Club vs Bilibili Gaming,Sunset,Titan Esports Club,13,7,6,,Bilibili Gaming,11,6,5,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Titan Esports Club vs Bilibili Gaming,Bind,Titan Esports Club,8,4,4,,Bilibili Gaming,13,5,8,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Titan Esports Club vs Bilibili Gaming,Icebox,Titan Esports Club,13,8,5,,Bilibili Gaming,6,2,4,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Trace Esports vs Dragon Ranger Gaming,Breeze,Trace Esports,7,6,1,,Dragon Ranger Gaming,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Trace Esports vs Dragon Ranger Gaming,Sunset,Trace Esports,10,6,4,,Dragon Ranger Gaming,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,TYLOO vs Wolves Esports,Sunset,TYLOO,11,5,6,,Wolves Esports,13,6,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,TYLOO vs Wolves Esports,Split,TYLOO,13,6,7,,Wolves Esports,7,1,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,TYLOO vs Wolves Esports,Ascent,TYLOO,10,5,5,,Wolves Esports,13,6,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,FunPlus Phoenix vs EDward Gaming,Breeze,FunPlus Phoenix,4,3,1,,EDward Gaming,13,4,9,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,FunPlus Phoenix vs EDward Gaming,Bind,FunPlus Phoenix,13,8,5,,EDward Gaming,11,7,4,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,FunPlus Phoenix vs EDward Gaming,Ascent,FunPlus Phoenix,13,8,5,,EDward Gaming,4,0,4,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,All Gamers vs Nova Esports,Lotus,All Gamers,16,8,4,4,Nova Esports,14,8,4,2,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,All Gamers vs Nova Esports,Bind,All Gamers,10,6,4,,Nova Esports,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,All Gamers vs Nova Esports,Split,All Gamers,13,8,5,,Nova Esports,7,3,4,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bilibili Gaming vs JDG Esports,Icebox,Bilibili Gaming,13,6,7,,JDG Esports,8,2,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bilibili Gaming vs JDG Esports,Lotus,Bilibili Gaming,13,5,8,,JDG Esports,10,3,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,EDward Gaming vs All Gamers,Sunset,EDward Gaming,13,9,4,,All Gamers,6,3,3,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,EDward Gaming vs All Gamers,Icebox,EDward Gaming,13,8,5,,All Gamers,5,1,4,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Wolves Esports vs JDG Esports,Lotus,Wolves Esports,8,6,2,,JDG Esports,13,7,6,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Wolves Esports vs JDG Esports,Ascent,Wolves Esports,1,1,0,,JDG Esports,13,2,11,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Dragon Ranger Gaming vs TYLOO,Bind,Dragon Ranger Gaming,10,4,6,,TYLOO,13,5,8,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Dragon Ranger Gaming vs TYLOO,Breeze,Dragon Ranger Gaming,8,5,3,,TYLOO,13,6,7,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Bilibili Gaming vs FunPlus Phoenix,Icebox,Bilibili Gaming,2,1,1,,FunPlus Phoenix,13,2,11,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Bilibili Gaming vs FunPlus Phoenix,Lotus,Bilibili Gaming,6,1,5,,FunPlus Phoenix,13,2,11,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Nova Esports vs Titan Esports Club,Split,Nova Esports,13,9,4,,Titan Esports Club,6,3,3,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Nova Esports vs Titan Esports Club,Lotus,Nova Esports,13,9,4,,Titan Esports Club,6,3,3,,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Trace Esports vs EDward Gaming,Sunset,Trace Esports,13,4,8,1,EDward Gaming,15,4,8,3,
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Trace Esports vs EDward Gaming,Breeze,Trace Esports,12,7,5,0,EDward Gaming,14,7,5,2,
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Trace Esports vs All Gamers,Sunset,Trace Esports,13,8,5,,All Gamers,9,5,4,,
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Trace Esports vs All Gamers,Breeze,Trace Esports,13,9,4,,All Gamers,7,4,3,,
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Dragon Ranger Gaming vs Nova Esports,Bind,Dragon Ranger Gaming,13,6,7,,Nova Esports,8,2,6,,
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Dragon Ranger Gaming vs Nova Esports,Ascent,Dragon Ranger Gaming,13,7,6,,Nova Esports,7,2,5,,
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Bind,FunPlus Phoenix,13,4,9,,Trace Esports,10,2,8,,
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Lotus,FunPlus Phoenix,13,7,6,,Trace Esports,8,3,5,,
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Dragon Ranger Gaming,Ascent,EDward Gaming,13,9,4,,Dragon Ranger Gaming,3,0,3,,
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Dragon Ranger Gaming,Split,EDward Gaming,13,5,8,,Dragon Ranger Gaming,9,2,7,,
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,FunPlus Phoenix vs EDward Gaming,Icebox,FunPlus Phoenix,13,7,6,,EDward Gaming,10,5,5,,
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,FunPlus Phoenix vs EDward Gaming,Breeze,FunPlus Phoenix,14,3,9,2,EDward Gaming,12,3,9,0,
Champions Tour 2024: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Sunset,Trace Esports,13,8,5,,Dragon Ranger Gaming,6,2,4,,
Champions Tour 2024: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Split,Trace Esports,8,5,3,,Dragon Ranger Gaming,13,6,7,,
Champions Tour 2024: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Bind,Trace Esports,7,5,2,,Dragon Ranger Gaming,13,6,7,,
Champions Tour 2024: China Stage 1,Playoffs,Lower Final,EDward Gaming vs Dragon Ranger Gaming,Breeze,EDward Gaming,13,8,5,,Dragon Ranger Gaming,10,6,4,,
Champions Tour 2024: China Stage 1,Playoffs,Lower Final,EDward Gaming vs Dragon Ranger Gaming,Split,EDward Gaming,13,10,3,,Dragon Ranger Gaming,3,1,2,,
Champions Tour 2024: China Stage 1,Playoffs,Lower Final,EDward Gaming vs Dragon Ranger Gaming,Ascent,EDward Gaming,2,2,0,,Dragon Ranger Gaming,13,3,10,,
Champions Tour 2024: China Stage 1,Playoffs,Lower Final,EDward Gaming vs Dragon Ranger Gaming,Bind,EDward Gaming,13,7,6,,Dragon Ranger Gaming,6,1,5,,
Champions Tour 2024: China Stage 1,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Lotus,FunPlus Phoenix,13,9,4,,EDward Gaming,6,3,3,,
Champions Tour 2024: China Stage 1,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Bind,FunPlus Phoenix,9,7,2,,EDward Gaming,13,8,5,,
Champions Tour 2024: China Stage 1,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Icebox,FunPlus Phoenix,12,8,4,0,EDward Gaming,14,8,4,2,
Champions Tour 2024: China Stage 1,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Breeze,FunPlus Phoenix,8,5,3,,EDward Gaming,13,6,7,,
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Cloud9 vs Leviatán,Icebox,Cloud9,7,3,4,,Leviatán,13,4,9,,1:10:08
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Cloud9 vs Leviatán,Sunset,Cloud9,13,6,7,,Leviatán,7,1,6,,46:48
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Cloud9 vs Leviatán,Ascent,Cloud9,18,5,7,6,Leviatán,16,5,7,4,1:24:47
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,NRG Esports vs LOUD,Breeze,NRG Esports,13,5,8,,LOUD,10,3,7,,1:00:38
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,NRG Esports vs LOUD,Sunset,NRG Esports,13,10,3,,LOUD,2,0,2,,34:00
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,G2 Esports vs Evil Geniuses,Lotus,G2 Esports,13,6,7,,Evil Geniuses,8,2,6,,1:07:29
